algo,metric,value
ecdsa-P-256,sign-wall-mean-ns,16685.0
ecdsa-P-256,sign-wall-std-ns,583.2
ecdsa-P-256,sign-wall-p95-ns,17387.0
ecdsa-P-256,sign-wall-p99-ns,18226.0
ecdsa-P-256,sign-wall-ci95lo-ns,16659.4
ecdsa-P-256,sign-wall-ci95hi-ns,16710.5
ecdsa-P-256,sign-cyc-median,44542.0
ecdsa-P-256,sign-cyc-mean,44781.5
ecdsa-P-256,sign-persec,60259.1
ecdsa-P-256,verify-iters,2000
ecdsa-P-256,verify-wall-median-ns,52351.0
ecdsa-P-256,verify-wall-mean-ns,52792.0
ecdsa-P-256,verify-wall-std-ns,1331.3
ecdsa-P-256,verify-wall-p95-ns,54928.0
ecdsa-P-256,verify-wall-p99-ns,57648.0
ecdsa-P-256,verify-wall-ci95lo-ns,52733.7
ecdsa-P-256,verify-wall-ci95hi-ns,52850.4
ecdsa-P-256,verify-cyc-median,140658.0
ecdsa-P-256,verify-cyc-mean,141838.8
ecdsa-P-256,verify-persec,19101.8
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,200
ecdsa-P-384,keygen-wall-median-ns,467731.0
ecdsa-P-384,keygen-wall-mean-ns,468604.3
ecdsa-P-384,keygen-wall-std-ns,3413.8
ecdsa-P-384,keygen-wall-p95-ns,474168.0
ecdsa-P-384,keygen-wall-p99-ns,480600.0
ecdsa-P-384,keygen-wall-ci95lo-ns,468131.2
ecdsa-P-384,keygen-wall-ci95hi-ns,469077.4
ecdsa-P-384,keygen-cyc-median,1257200.0
ecdsa-P-384,keygen-cyc-mean,1259544.3
ecdsa-P-384,keygen-persec,2138.0
ecdsa-P-384,sign-iters,2000
ecdsa-P-384,sign-wall-median-ns,482487.0
ecdsa-P-384,sign-wall-mean-ns,483388.2
ecdsa-P-384,sign-wall-std-ns,4664.1
ecdsa-P-384,sign-wall-p95-ns,489448.0
ecdsa-P-384,sign-wall-p99-ns,505826.0
ecdsa-P-384,sign-wall-ci95lo-ns,483183.8
ecdsa-P-384,sign-wall-ci95hi-ns,483592.7
ecdsa-P-384,sign-cyc-median,1296872.0
ecdsa-P-384,sign-cyc-mean,1299287.6
ecdsa-P-384,sign-persec,2072.6
ecdsa-P-384,verify-iters,2000
ecdsa-P-384,verify-wall-median-ns,411627.0
ecdsa-P-384,verify-wall-mean-ns,411977.2
ecdsa-P-384,verify-wall-std-ns,3968.6
ecdsa-P-384,verify-wall-p95-ns,414850.0
ecdsa-P-384,verify-wall-p99-ns,420783.0
ecdsa-P-384,verify-wall-ci95lo-ns,411803.2
ecdsa-P-384,verify-wall-ci95hi-ns,412151.1
ecdsa-P-384,verify-cyc-median,1106396.0
ecdsa-P-384,verify-cyc-mean,1107332.2
ecdsa-P-384,verify-persec,2429.4
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,200
ecdsa-P-521,keygen-wall-median-ns,1104821.0
ecdsa-P-521,keygen-wall-mean-ns,1110656.2
ecdsa-P-521,keygen-wall-std-ns,16922.0
ecdsa-P-521,keygen-wall-p95-ns,1158399.0
ecdsa-P-521,keygen-wall-p99-ns,1172185.0
ecdsa-P-521,keygen-wall-ci95lo-ns,1108310.9
ecdsa-P-521,keygen-wall-ci95hi-ns,1113001.4
ecdsa-P-521,keygen-cyc-median,2969694.0
ecdsa-P-521,keygen-cyc-mean,2985377.3
ecdsa-P-521,keygen-persec,905.1
ecdsa-P-521,sign-iters,2000
ecdsa-P-521,sign-wall-median-ns,1159919.0
ecdsa-P-521,sign-wall-mean-ns,1160552.0
ecdsa-P-521,sign-wall-std-ns,3808.5
ecdsa-P-521,sign-wall-p95-ns,1165907.0
ecdsa-P-521,sign-wall-p99-ns,1174134.0
ecdsa-P-521,sign-wall-ci95lo-ns,1160385.1
ecdsa-P-521,sign-wall-ci95hi-ns,1160718.9
ecdsa-P-521,sign-cyc-median,3117798.0
ecdsa-P-521,sign-cyc-mean,3119500.5
ecdsa-P-521,sign-persec,862.1
ecdsa-P-521,verify-iters,2000
ecdsa-P-521,verify-wall-median-ns,925515.0
ecdsa-P-521,verify-wall-mean-ns,925942.2
ecdsa-P-521,verify-wall-std-ns,4315.6
ecdsa-P-521,verify-wall-p95-ns,929656.0
ecdsa-P-521,verify-wall-p99-ns,943390.0
ecdsa-P-521,verify-wall-ci95lo-ns,925753.1
ecdsa-P-521,verify-wall-ci95hi-ns,926131.4
ecdsa-P-521,verify-cyc-median,2487722.0
ecdsa-P-521,verify-cyc-mean,2488871.2
ecdsa-P-521,verify-persec,1080.5
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,200
ecdh-P-256,keygen-wall-median-ns,11829.0
ecdh-P-256,keygen-wall-mean-ns,12431.6
ecdh-P-256,keygen-wall-std-ns,2572.2
ecdh-P-256,keygen-wall-p95-ns,13362.0
ecdh-P-256,keygen-wall-p99-ns,19373.0
ecdh-P-256,keygen-wall-ci95lo-ns,12075.1
ecdh-P-256,keygen-wall-ci95hi-ns,12788.1
ecdh-P-256,keygen-cyc-median,31734.0
ecdh-P-256,keygen-cyc-mean,33342.8
ecdh-P-256,keygen-persec,84538.0
ecdh-P-256,derive-iters,2000
ecdh-P-256,derive-wall-median-ns,40357.0
ecdh-P-256,derive-wall-mean-ns,40467.3
ecdh-P-256,derive-wall-std-ns,1010.0
ecdh-P-256,derive-wall-p95-ns,41366.0
ecdh-P-256,derive-wall-p99-ns,42433.0
ecdh-P-256,derive-wall-ci95lo-ns,40423.1
ecdh-P-256,derive-wall-ci95hi-ns,40511.6
ecdh-P-256,derive-cyc-median,108424.0
ecdh-P-256,derive-cyc-mean,108721.0
ecdh-P-256,derive-persec,24778.8
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,200
ecdh-P-384,keygen-wall-median-ns,467872.0
ecdh-P-384,keygen-wall-mean-ns,470357.6
ecdh-P-384,keygen-wall-std-ns,7943.2
ecdh-P-384,keygen-wall-p95-ns,491150.0
ecdh-P-384,keygen-wall-p99-ns,497704.0
ecdh-P-384,keygen-wall-ci95lo-ns,469256.7
ecdh-P-384,keygen-wall-ci95hi-ns,471458.5
ecdh-P-384,keygen-cyc-median,1257424.0
ecdh-P-384,keygen-cyc-mean,1264182.7
ecdh-P-384,keygen-persec,2137.3
ecdh-P-384,derive-iters,2000
ecdh-P-384,derive-wall-median-ns,456899.0
ecdh-P-384,derive-wall-mean-ns,458325.9
ecdh-P-384,derive-wall-std-ns,12689.0
ecdh-P-384,derive-wall-p95-ns,463266.0
ecdh-P-384,derive-wall-p99-ns,485679.0
ecdh-P-384,derive-wall-ci95lo-ns,457769.8
ecdh-P-384,derive-wall-ci95hi-ns,458882.0
ecdh-P-384,derive-cyc-median,1228084.0
ecdh-P-384,derive-cyc-mean,1231921.2
ecdh-P-384,derive-persec,2188.7
ecdh-P-384,size-key-bits,384
ecdh-P-384,size-pubkey-bytes,97
ecdh-P-521,keygen-iters,200
ecdh-P-521,keygen-wall-median-ns,1105652.0
ecdh-P-521,keygen-wall-mean-ns,1106618.2
ecdh-P-521,keygen-wall-std-ns,4518.6
ecdh-P-521,keygen-wall-p95-ns,1113279.0
ecdh-P-521,keygen-wall-p99-ns,1129636.0
ecdh-P-521,keygen-wall-ci95lo-ns,1105992.0
ecdh-P-521,keygen-wall-ci95hi-ns,1107244.5
ecdh-P-521,keygen-cyc-median,2971936.0
ecdh-P-521,keygen-cyc-mean,2974527.3
ecdh-P-521,keygen-persec,904.4
ecdh-P-521,derive-iters,2000
ecdh-P-521,derive-wall-median-ns,1092537.0
ecdh-P-521,derive-wall-mean-ns,1093251.0
ecdh-P-521,derive-wall-std-ns,4023.9
ecdh-P-521,derive-wall-p95-ns,1098889.0
ecdh-P-521,derive-wall-p99-ns,1110536.0
ecdh-P-521,derive-wall-ci95lo-ns,1093074.7
ecdh-P-521,derive-wall-ci95hi-ns,1093427.4
ecdh-P-521,derive-cyc-median,2936684.0
ecdh-P-521,derive-cyc-mean,2938599.8
ecdh-P-521,derive-persec,915.3
ecdh-P-521,size-key-bits,521
ecdh-P-521,size-pubkey-bytes,133
ML-KEM-512,keygen-iters,200
ML-KEM-512,keygen-wall-median-ns,32580.0
ML-KEM-512,keygen-wall-mean-ns,29210.9
ML-KEM-512,keygen-wall-std-ns,8057.4
ML-KEM-512,keygen-wall-p95-ns,33358.0
ML-KEM-512,keygen-wall-p99-ns,37439.0
ML-KEM-512,keygen-wall-ci95lo-ns,28094.2
ML-KEM-512,keygen-wall-ci95hi-ns,30327.6
ML-KEM-512,keygen-cyc-median,87342.0
ML-KEM-512,keygen-cyc-mean,78319.5
ML-KEM-512,keygen-persec,30693.7
ML-KEM-512,encap-iters,2000
ML-KEM-512,encap-wall-median-ns,11163.0
ML-KEM-512,encap-wall-mean-ns,11269.6
ML-KEM-512,encap-wall-std-ns,588.2
ML-KEM-512,encap-wall-p95-ns,11766.0
ML-KEM-512,encap-wall-p99-ns,12591.0
ML-KEM-512,encap-wall-ci95lo-ns,11243.8
ML-KEM-512,encap-wall-ci95hi-ns,11295.4
ML-KEM-512,encap-cyc-median,29940.0
ML-KEM-512,encap-cyc-mean,30227.4
ML-KEM-512,encap-persec,89581.7
ML-KEM-512,decap-iters,2000
ML-KEM-512,decap-wall-median-ns,17192.0
ML-KEM-512,decap-wall-mean-ns,17290.1
ML-KEM-512,decap-wall-std-ns,502.5
ML-KEM-512,decap-wall-p95-ns,18044.0
ML-KEM-512,decap-wall-p99-ns,18725.0
ML-KEM-512,decap-wall-ci95lo-ns,17268.1
ML-KEM-512,decap-wall-ci95hi-ns,17312.1
ML-KEM-512,decap-cyc-median,46154.0
ML-KEM-512,decap-cyc-mean,46415.9
ML-KEM-512,decap-persec,58166.6
ML-KEM-512,size-key-bits,512
ML-KEM-512,size-pubkey-bytes,800
ML-KEM-512,size-privkey-bytes,1632
ML-KEM-512,size-ciphertext-bytes,768
ML-KEM-512,size-shared-secret-bytes,32
ML-KEM-768,keygen-iters,200
ML-KEM-768,keygen-wall-median-ns,26288.0
ML-KEM-768,keygen-wall-mean-ns,29814.9
ML-KEM-768,keygen-wall-std-ns,16984.9
ML-KEM-768,keygen-wall-p95-ns,48522.0
ML-KEM-768,keygen-wall-p99-ns,50228.0
ML-KEM-768,keygen-wall-ci95lo-ns,27460.9
ML-KEM-768,keygen-wall-ci95hi-ns,32168.9
ML-KEM-768,keygen-cyc-median,70600.0
ML-KEM-768,keygen-cyc-mean,80053.8
ML-KEM-768,keygen-persec,38040.2
ML-KEM-768,encap-iters,2000
ML-KEM-768,encap-wall-median-ns,14573.0
ML-KEM-768,encap-wall-mean-ns,14680.7
ML-KEM-768,encap-wall-std-ns,355.7
ML-KEM-768,encap-wall-p95-ns,15305.0
ML-KEM-768,encap-wall-p99-ns,16279.0
ML-KEM-768,encap-wall-ci95lo-ns,14665.2
ML-KEM-768,encap-wall-ci95hi-ns,14696.3
ML-KEM-768,encap-cyc-median,39116.0
ML-KEM-768,encap-cyc-mean,39405.6
ML-KEM-768,encap-persec,68620.1
ML-KEM-768,decap-iters,2000
ML-KEM-768,decap-wall-median-ns,22915.0
ML-KEM-768,decap-wall-mean-ns,23310.2
ML-KEM-768,decap-wall-std-ns,790.6
ML-KEM-768,decap-wall-p95-ns,24100.0
ML-KEM-768,decap-wall-p99-ns,25542.0
ML-KEM-768,decap-wall-ci95lo-ns,23275.6
ML-KEM-768,decap-wall-ci95hi-ns,23344.9
ML-KEM-768,decap-cyc-median,61540.0
ML-KEM-768,decap-cyc-mean,62600.2
ML-KEM-768,decap-persec,43639.5
ML-KEM-768,size-key-bits,768
ML-KEM-768,size-pubkey-bytes,1184
ML-KEM-768,size-privkey-bytes,2400
ML-KEM-768,size-ciphertext-bytes,1088
ML-KEM-768,size-shared-secret-bytes,32
ML-KEM-1024,keygen-iters,200
ML-KEM-1024,keygen-wall-median-ns,39989.0
ML-KEM-1024,keygen-wall-mean-ns,46464.7
ML-KEM-1024,keygen-wall-std-ns,21328.5
ML-KEM-1024,keygen-wall-p95-ns,72563.0
ML-KEM-1024,keygen-wall-p99-ns,80461.0
ML-KEM-1024,keygen-wall-ci95lo-ns,43508.8
ML-KEM-1024,keygen-wall-ci95hi-ns,49420.7
ML-KEM-1024,keygen-cyc-median,107432.0
ML-KEM-1024,keygen-cyc-mean,124801.4
ML-KEM-1024,keygen-persec,25006.9
ML-KEM-1024,encap-iters,2000
ML-KEM-1024,encap-wall-median-ns,19325.0
ML-KEM-1024,encap-wall-mean-ns,19375.4
ML-KEM-1024,encap-wall-std-ns,261.0
ML-KEM-1024,encap-wall-p95-ns,19613.0
ML-KEM-1024,encap-wall-p99-ns,20622.0
ML-KEM-1024,encap-wall-ci95lo-ns,19363.9
ML-KEM-1024,encap-wall-ci95hi-ns,19386.8
ML-KEM-1024,encap-cyc-median,51876.0
ML-KEM-1024,encap-cyc-mean,52011.0
ML-KEM-1024,encap-persec,51746.4
ML-KEM-1024,decap-iters,2000
ML-KEM-1024,decap-wall-median-ns,30199.0
ML-KEM-1024,decap-wall-mean-ns,30561.0
ML-KEM-1024,decap-wall-std-ns,966.9
ML-KEM-1024,decap-wall-p95-ns,31717.0
ML-KEM-1024,decap-wall-p99-ns,32923.0
ML-KEM-1024,decap-wall-ci95lo-ns,30518.6
ML-KEM-1024,decap-wall-ci95hi-ns,30603.3
ML-KEM-1024,decap-cyc-median,81118.0
ML-KEM-1024,decap-cyc-mean,82091.3
ML-KEM-1024,decap-persec,33113.7
ML-KEM-1024,size-key-bits,1024
ML-KEM-1024,size-pubkey-bytes,1568
ML-KEM-1024,size-privkey-bytes,3168
ML-KEM-1024,size-ciphertext-bytes,1568
ML-KEM-1024,size-shared-secret-bytes,32
ML-DSA-44,keygen-iters,200
ML-DSA-44,keygen-wall-median-ns,73019.0
ML-DSA-44,keygen-wall-mean-ns,73030.0
ML-DSA-44,keygen-wall-std-ns,3990.7
ML-DSA-44,keygen-wall-p95-ns,75432.0
ML-DSA-44,keygen-wall-p99-ns,81403.0
ML-DSA-44,keygen-wall-ci95lo-ns,72476.9
ML-DSA-44,keygen-wall-ci95hi-ns,73583.0
ML-DSA-44,keygen-cyc-median,196212.0
ML-DSA-44,keygen-cyc-mean,196235.6
ML-DSA-44,keygen-persec,13695.1
ML-DSA-44,sign-iters,2000
ML-DSA-44,sign-wall-median-ns,284702.0
ML-DSA-44,sign-wall-mean-ns,376517.1
ML-DSA-44,sign-wall-std-ns,268663.2
ML-DSA-44,sign-wall-p95-ns,899367.0
ML-DSA-44,sign-wall-p99-ns,1309720.0
ML-DSA-44,sign-wall-ci95lo-ns,364742.4
ML-DSA-44,sign-wall-ci95hi-ns,388291.8
ML-DSA-44,sign-cyc-median,765208.0
ML-DSA-44,sign-cyc-mean,1012011.0
ML-DSA-44,sign-persec,3512.4
ML-DSA-44,verify-iters,2000
ML-DSA-44,verify-wall-median-ns,75802.0
ML-DSA-44,verify-wall-mean-ns,75867.3
ML-DSA-44,verify-wall-std-ns,541.4
ML-DSA-44,verify-wall-p95-ns,76938.0
ML-DSA-44,verify-wall-p99-ns,77417.0
ML-DSA-44,verify-wall-ci95lo-ns,75843.6
ML-DSA-44,verify-wall-ci95hi-ns,75891.0
ML-DSA-44,verify-cyc-median,203692.0
ML-DSA-44,verify-cyc-mean,203866.5
ML-DSA-44,verify-persec,13192.3
ML-DSA-44,size-key-bits,10496
ML-DSA-44,size-pubkey-bytes,1312
ML-DSA-44,size-privkey-bytes,2560
ML-DSA-44,size-signature-bytes,2420
ML-DSA-65,keygen-iters,200
ML-DSA-65,keygen-wall-median-ns,125625.0
ML-DSA-65,keygen-wall-mean-ns,126506.7
ML-DSA-65,keygen-wall-std-ns,2481.8
ML-DSA-65,keygen-wall-p95-ns,131523.0
ML-DSA-65,keygen-wall-p99-ns,135933.0
ML-DSA-65,keygen-wall-ci95lo-ns,126162.7
ML-DSA-65,keygen-wall-ci95hi-ns,126850.7
ML-DSA-65,keygen-cyc-median,337612.0
ML-DSA-65,keygen-cyc-mean,339981.2
ML-DSA-65,keygen-persec,7960.2
ML-DSA-65,sign-iters,2000
ML-DSA-65,sign-wall-median-ns,497547.0
ML-DSA-65,sign-wall-mean-ns,603390.3
ML-DSA-65,sign-wall-std-ns,429575.4
ML-DSA-65,sign-wall-p95-ns,1446399.0
ML-DSA-65,sign-wall-p99-ns,2121291.0
ML-DSA-65,sign-wall-ci95lo-ns,584563.3
ML-DSA-65,sign-wall-ci95hi-ns,622217.3
ML-DSA-65,sign-cyc-median,1337348.0
ML-DSA-65,sign-cyc-mean,1621826.6
ML-DSA-65,sign-persec,2009.9
ML-DSA-65,verify-iters,2000
ML-DSA-65,verify-wall-median-ns,117060.0
ML-DSA-65,verify-wall-mean-ns,117107.9
ML-DSA-65,verify-wall-std-ns,899.6
ML-DSA-65,verify-wall-p95-ns,118198.0
ML-DSA-65,verify-wall-p99-ns,118790.0
ML-DSA-65,verify-wall-ci95lo-ns,117068.5
ML-DSA-65,verify-wall-ci95hi-ns,117147.3
ML-DSA-65,verify-cyc-median,314594.0
ML-DSA-65,verify-cyc-mean,314724.2
ML-DSA-65,verify-persec,8542.6
ML-DSA-65,size-key-bits,15616
ML-DSA-65,size-pubkey-bytes,1952
ML-DSA-65,size-privkey-bytes,4032
ML-DSA-65,size-signature-bytes,3309
ML-DSA-87,keygen-iters,200
ML-DSA-87,keygen-wall-median-ns,173905.0
ML-DSA-87,keygen-wall-mean-ns,174302.4
ML-DSA-87,keygen-wall-std-ns,1946.7
ML-DSA-87,keygen-wall-p95-ns,178554.0
ML-DSA-87,keygen-wall-p99-ns,181240.0
ML-DSA-87,keygen-wall-ci95lo-ns,174032.6
ML-DSA-87,keygen-wall-ci95hi-ns,174572.2
ML-DSA-87,keygen-cyc-median,467390.0
ML-DSA-87,keygen-cyc-mean,468456.3
ML-DSA-87,keygen-persec,5750.3
ML-DSA-87,sign-iters,2000
ML-DSA-87,sign-wall-median-ns,585269.0
ML-DSA-87,sign-wall-mean-ns,700221.5
ML-DSA-87,sign-wall-std-ns,430201.1
ML-DSA-87,sign-wall-p95-ns,1532921.0
ML-DSA-87,sign-wall-p99-ns,2206417.0
ML-DSA-87,sign-wall-ci95lo-ns,681367.1
ML-DSA-87,sign-wall-ci95hi-ns,719075.9
ML-DSA-87,sign-cyc-median,1573134.0
ML-DSA-87,sign-cyc-mean,1882124.2
ML-DSA-87,sign-persec,1708.6
ML-DSA-87,verify-iters,2000
ML-DSA-87,verify-wall-median-ns,183956.0
ML-DSA-87,verify-wall-mean-ns,184172.9
ML-DSA-87,verify-wall-std-ns,1823.7
ML-DSA-87,verify-wall-p95-ns,185876.0
ML-DSA-87,verify-wall-p99-ns,193115.0
ML-DSA-87,verify-wall-ci95lo-ns,184093.0
ML-DSA-87,verify-wall-ci95hi-ns,184252.8
ML-DSA-87,verify-cyc-median,494406.0
ML-DSA-87,verify-cyc-mean,494989.5
ML-DSA-87,verify-persec,5436.1
ML-DSA-87,size-key-bits,20736
ML-DSA-87,size-pubkey-bytes,2592
ML-DSA-87,size-privkey-bytes,4896
ML-DSA-87,size-signature-bytes,4627
rsa-7680,key-size,7680
rsa-7680,keygen-iters,100
rsa-7680,keygen-wall-median-ns,4823906653.0
rsa-7680,keygen-wall-mean-ns,5260816665.3
rsa-7680,keygen-wall-std-ns,3315582461.6
rsa-7680,keygen-wall-p95-ns,12163784383.0
rsa-7680,keygen-wall-p99-ns,14829315220.0
rsa-7680,keygen-wall-ci95lo-ns,4610962502.9
rsa-7680,keygen-wall-ci95hi-ns,5910670827.8
rsa-7680,keygen-cyc-median,12966660240.0
rsa-7680,keygen-cyc-mean,14141074033.4
rsa-7680,keygen-persec,0.2
rsa-7680,pss-sign-iters,100
rsa-7680,pss-sign-wall-median-ns,27869026.0
rsa-7680,pss-sign-wall-mean-ns,27923669.9
rsa-7680,pss-sign-wall-std-ns,371513.9
rsa-7680,pss-sign-wall-p95-ns,28150482.0
rsa-7680,pss-sign-wall-p99-ns,29814860.0
rsa-7680,pss-sign-wall-ci95lo-ns,27850853.2
rsa-7680,pss-sign-wall-ci95hi-ns,27996486.6
rsa-7680,pss-sign-cyc-median,74911876.0
rsa-7680,pss-sign-cyc-mean,75058749.2
rsa-7680,pss-sign-persec,35.9
rsa-7680,pss-verify-iters,100
rsa-7680,pss-verify-wall-median-ns,169779.0
rsa-7680,pss-verify-wall-mean-ns,170106.4
rsa-7680,pss-verify-wall-std-ns,1421.4
rsa-7680,pss-verify-wall-p95-ns,171741.0
rsa-7680,pss-verify-wall-p99-ns,176380.0
rsa-7680,pss-verify-wall-ci95lo-ns,169827.8
rsa-7680,pss-verify-wall-ci95hi-ns,170385.0
rsa-7680,pss-verify-cyc-median,456306.0
rsa-7680,pss-verify-cyc-mean,457187.8
rsa-7680,pss-verify-persec,5890.0
rsa-7680,oaep-encrypt-iters,100
rsa-7680,oaep-encrypt-wall-median-ns,170422.0
rsa-7680,oaep-encrypt-wall-mean-ns,170621.8
rsa-7680,oaep-encrypt-wall-std-ns,914.2
rsa-7680,oaep-encrypt-wall-p95-ns,172374.0
rsa-7680,oaep-encrypt-wall-p99-ns,172688.0
rsa-7680,oaep-encrypt-wall-ci95lo-ns,170442.6
rsa-7680,oaep-encrypt-wall-ci95hi-ns,170800.9
rsa-7680,oaep-encrypt-cyc-median,458038.0
rsa-7680,oaep-encrypt-cyc-mean,458573.0
rsa-7680,oaep-encrypt-persec,5867.8
rsa-7680,oaep-decrypt-iters,100
rsa-7680,oaep-decrypt-wall-median-ns,27945432.0
rsa-7680,oaep-decrypt-wall-mean-ns,27988638.8
rsa-7680,oaep-decrypt-wall-std-ns,395755.0
rsa-7680,oaep-decrypt-wall-p95-ns,28251272.0
rsa-7680,oaep-decrypt-wall-p99-ns,30064242.0
rsa-7680,oaep-decrypt-wall-ci95lo-ns,27911070.8
rsa-7680,oaep-decrypt-wall-ci95hi-ns,28066206.8
rsa-7680,oaep-decrypt-cyc-median,75117260.0
rsa-7680,oaep-decrypt-cyc-mean,75233381.7
rsa-7680,oaep-decrypt-persec,35.8
rsa-7680,size-key-bits,7680
rsa-7680,size-signature-bytes,960
rsa-15360,key-size,15360
rsa-15360,keygen-iters,100
rsa-15360,keygen-wall-median-ns,40519587794.0
rsa-15360,keygen-wall-mean-ns,50550585081.5
rsa-15360,keygen-wall-std-ns,33577755435.7
rsa-15360,keygen-wall-p95-ns,120425254288.0
rsa-15360,keygen-wall-p99-ns,127380800447.0
rsa-15360,keygen-wall-ci95lo-ns,43969345016.1
rsa-15360,keygen-wall-ci95hi-ns,57131825146.9
rsa-15360,keygen-cyc-median,108916647288.0
rsa-15360,keygen-cyc-mean,135879967505.3
rsa-15360,keygen-persec,0.0
rsa-15360,pss-sign-iters,100
rsa-15360,pss-sign-wall-median-ns,151978248.0
rsa-15360,pss-sign-wall-mean-ns,152165183.9
rsa-15360,pss-sign-wall-std-ns,1369207.6
rsa-15360,pss-sign-wall-p95-ns,152150091.0
rsa-15360,pss-sign-wall-p99-ns,159984225.0
rsa-15360,pss-sign-wall-ci95lo-ns,151896819.2
rsa-15360,pss-sign-wall-ci95hi-ns,152433548.6
rsa-15360,pss-sign-cyc-median,408517424.0
rsa-15360,pss-sign-cyc-mean,409019888.3
rsa-15360,pss-sign-persec,6.6
rsa-15360,pss-verify-iters,100
rsa-15360,pss-verify-wall-median-ns,665466.0
rsa-15360,pss-verify-wall-mean-ns,665404.8
rsa-15360,pss-verify-wall-std-ns,3173.2
rsa-15360,pss-verify-wall-p95-ns,670932.0
rsa-15360,pss-verify-wall-p99-ns,673838.0
rsa-15360,pss-verify-wall-ci95lo-ns,664782.9
rsa-15360,pss-verify-wall-ci95hi-ns,666026.8
